 D,ACE ,1984,  101 m X 16 m ,  6504 t ,  3EWL8 ,8314419
 DA HAI ,1992,  91 m X 13 m ,  1313 t ,  XUGA3 ,8864921,515725000
 DA HE ,1994,  275 m X 32 m ,  51946 t ,  BOAY ,9043639,412003000
 DA HUA ,1998,  152 m X 23 m ,  16957 t ,  3FPC8 ,9153886,352773000
 DA JIA ,1969,  153 m X 22 m ,  19106 t ,  H8YQ ,6922509,351549000
 DA QING74 ,1994,  185 m X 28 m ,  34715 t ,  BPCP ,9040625,412481000
 DA SHEN ,1977,  173 m X 26 m ,  28317 t ,  H9BF ,7420869,352787000
 DAAN ,2001,  89 m X 13 m ,  2953 t ,  PFBH ,9201956,245271000
 DAFNI ,1970,  71 m X 10 m ,  1410 t ,  SW7496 ,7006388,239135000
 DAGALIEN ,2004,  60 m X 14 m ,  324 t ,  MDHK7 ,9291626,235014766
 DAGGRI ,2004,  60 m X 14 m ,  325 t ,  MDHA6 ,9291614,235014768
 DAGMAR ,1964,  50 m X 7 m ,  451 t ,  DJ7671 ,8835748,211305290
 DAGMAR THERESA ,2001,  92 m X 14 m ,  4460 t ,  9HA2338 ,9228588,248370000
 DAGNA ,2005,  111 m X 14 m ,  6000 t ,  PHDE ,9313802,246371000
 DAI HUNG ,1988,  165 m X 28 m ,  29997 t ,  XVBE ,8704353,574111101
 DAI1 KINSEIMARU ,1991,  95 m X 16 m ,  4999 t ,  JI3476 ,9041497,431100694
 DAIKOKUMARU ,1973,  98 m X 15 m ,  5602 t ,  7KQV ,7352098,432496000
 DAINA ,1998,  103 m X 16 m ,  5836 t ,  LYKK ,9135834,277098000
 DAIO PAPYRUS ,1995,  199 m X 32 m ,  46896 t ,  3FLG5 ,9118410,355514000
 DAL KALAHARI ,2005,  266 m X 38 m ,  62994 t ,  A8FQ8 ,9294408,636090797
 DALAL ALGHANIM ,1981,  203 m X 24 m ,  38864 t ,  9KLK ,8010257,447074000
 DALARNA ,1996,  100 m X 16 m ,  4400 t ,  MEUM6 ,9165085,235007550
 DALAROE ,2005,  40 m X 10 m ,  50 t ,  SGER ,9309174,265547840
 DALE ,2006,  128 m X 20 m ,  13000 t ,  9VHK9 ,9340398,565589000
 DALIA ROJA ,1992,  124 m X 20 m ,  9794 t ,  3EEU9 ,9015773,353801000
 DAMON B.  BANKSTON ,2002,  80 m X 18 m ,  4070 t ,  WHDB ,9275012,366073000
 DAMON CHOUEST ,1986,  73 m X 16 m ,  1500 t ,  WTT3984 ,8701973,366549000
 DAMPIER   SPIRIT ,1988,  244 m X 42 m ,  106668 t ,  C6PN4 ,8613748,309309000
 DAN FIGHTER ,1988,  64 m X 10 m ,  1260 t ,  OVUE2 ,8709767,220387000
 DANA GOTHIA ,2003,  135 m X 20 m ,  8372 t ,  DCEF2 ,9262895,218718000
 DANA HOLLANDIA ,2002,  134 m X 19 m ,  8372 t ,  DCEE2 ,9262883,218719000
 DANA SIRENA ,2002,  205 m X 25 m ,  5625 t ,  OULA2 ,9212163,220174000
 DANA1 ,1973,  81 m X 12 m ,  1885 t ,  4LGH2 ,7310973,213801000
 DANADI 1 ,1996,  140 m X 16 m ,  6207 t ,  UBJF5 ,9143623,273331910
 DANAE ,1989,  0 m X 0 m ,  1399 t ,  ERHU ,8805482,214180821
 DANAPRIS 5 ,1987,  108 m X 15 m ,  2916 t ,  VRED ,8887387,272375000
 DANAVIK ,1983,  104 m X 16 m ,  5667 t ,  V7FT8 ,8221363,538002019
 DANIA ,2000,  0 m X 0 m ,  4956 t ,  V2OB3 ,9195949,304175000
 DANICA HAV ,1984,  82 m X 11 m ,  1720 t ,  C6ML9 ,8401535,308924000
 DANICA SUNBEAM ,1988,  66 m X 10 m ,  1787 t ,  OUVD 2 ,8701260,219208000
 DANIEL LAVAL ,2001,  0 m X 0 m ,  6850 t ,  FQBV ,9234393,227023300
 DANIELLE CASANOVA ,2002,  176 m X 24 m ,  3400 t ,  FILL ,9230476,226242000
 DANOE ,1985,  40 m X 8 m ,  324 t ,  SLDU ,8404769,265445000
 DANOOSH ,1978,  169 m X 23 m ,  17928 t ,  EQTO ,7428811,422080000
 DANSTAR ,1976,  72 m X 13 m ,  1389 t ,  OVJD2 ,7424059,219073000
 DANTE A ,2007,  119 m X 27 m ,  10000 t ,  ICCB ,9361029,247190400
 DANUBE HIGHWAY ,2006,  148 m X 25 m ,  7750 t ,  C6VH4 ,9316309,308803000
 DANUBIA ,1984,  83 m X 11 m ,  2550 t ,  LAXV5 ,8415653,258822000
 DAPHNE ,2000,  289 m X 45 m ,  169159 t ,  SVTW ,9182710,240563000
 DARLING RIVER ,2009,  180 m X 28 m ,  32000 t ,  VRET8 ,9378008,477177400
 DARUMASUN ,1970,  131 m X 20 m ,  10352 t ,  3EOZ7 ,7024196,352655000
 DARYA ,1972,  87 m X 13 m ,  4950 t ,  4LFD ,7214234,213223000
 DATTILO M ,2006,  160 m X 24 m ,  21695 t ,  IBXJ ,9333474,247156500
 DAUNTLESS ,2000,  16 m X 10 m ,  234 t ,  MZGC8 ,9190456,232004784
 DAVID ALLAN ,1990,  70 m X 14 m ,  2138 t ,  VNAT ,8902199,503541000
 DAYLIGHT ,1978,  114 m X 13 m ,  2893 t ,   ,8230352,341428000
 DB9 ,2005,  0 m X 0 m ,  47 t ,  J8Y3894 ,1008889,376454000
 DC VLAANDER 3000 ,2002,  90 m X 14 m ,  4300 t ,  PBGG ,9250373,245381000
 DD LEADER ,1985,  159 m X 26 m ,  25759 t ,  J8B3013 ,8507755,377722000
 DD MASTER ,1983,  173 m X 26 m ,  25590 t ,  J8B2979 ,7433036,377689000
 DD VANGUARD ,2007,  159 m X 27 m ,  26500 t ,  3EKW3 ,9357420,372851000
 DD VIGILANT ,2007,  159 m X 27 m ,  26500 t ,  3EKW ,9357432,372850000
 DE XIANG ,1998,  94 m X 16 m ,  2293 t ,  BSJG ,9164952,412664000
 DE YUE ,1979,  98 m X 16 m ,  3059 t ,  BSFO ,7820813,412054620
 DE_SHU ,1989,  82 m X 16 m ,  1393 t ,  BSJR ,8418502,413103000
 DEALER ,1982,  80 m X 11 m ,  2322 t ,  V2GA6 ,8124474,304236000
 DECRETIVE ,2008,  304 m X 40 m ,  79030 t ,  9HOP9 ,9349679,249287000
 DEE WHITE ,1995,  35 m X 11 m ,  430 t ,  WCW4132 ,9127227,368185000
 DEEP STAMBH 02 ,2006,  24 m X 7 m ,  49 t ,  AUTO ,9361873,419075300
 DEEP STIM 3 ,1982,  72 m X 13 m ,  1046 t ,  WDB4681 ,8136544,369303000
 DEEP STIM II ,1997,  82 m X 17 m ,  2207 t ,  WCX5002 ,9132222,368493000
 DEFNE Y ,1980,  95 m X 14 m ,  4412 t ,  T3SX ,7725518,529239000
 DEIMA ,1970,  114 m X 13 m ,  3355 t ,  J8B2214 ,7041405,375653000
 DEJA TOO ,2003,  52 m X 9 m ,  134 t ,  ZCIU5 ,1007457,319890000
 DELAWARE TRADER ,1982,  201 m X 32 m ,  50921 t ,  WDB3258 ,8008929,369723000
 DELMAS SWALA ,1994,  158 m X 23 m ,  15166 t ,  2AHA4 ,9072094,235059562
 DELPHIN ,1978,  0 m X 0 m ,  10420 t ,  9LY2224 ,7619331,667003027
 DELPHIN VOYAGER ,1990,  174 m X 24 m ,  4863 t ,  C6UU6 ,8902333,309877000
 DELTA ,1996,  41 m X 7 m ,  150 t ,  PDPC ,9104718,244762000
 DELTA VICTORY ,2005,  250 m X 44 m ,  111056 t ,  SZMX ,9288708,240290000
 DELTAGAS ,1992,  89 m X 14 m ,  3582 t ,  V2KA5 ,9008471,304270000
 DELTAMILLENNIUM ,2000,  331 m X 58 m ,  301429 t ,  SWCV ,9202716,240738000
 DEMETRIOS B ,1983,  104 m X 16 m ,  5734 t ,  9HMI9 ,8223309,249180000
 DENEB ,1994,  101 m X 18 m ,  5350 t ,  V2CM6 ,9061306,305044000
 DENIZ YILDIZI-S ,1983,  83 m X 15 m ,  4792 t ,  TCTL6 ,8113592,271002658
 DENNY TIDE ,1972,  63 m X 17 m ,  1571 t ,  WZH2523 ,7121140,367124340
 DEO GLORIA ,1978,  68 m X 14 m ,  2100 t ,  PBCZ ,7711074,245488000
 DEPENDABLE ,2002,  143 m X 22 m ,  7800 t ,  V7DI6 ,9242352,538001646
 DERIN ,1991,  116 m X 17 m ,  8379 t ,  TCRU ,9001150,271000020
 DERYA 2 ,1978,  146 m X 21 m ,  15900 t ,  3EDL3 ,7433323,372096000
 DERYA D ,1982,  91 m X 14 m ,  3914 t ,  3EKL5 ,8128779,372757000
 DERYOUNG SUNRISE ,1985,  98 m X 17 m ,  6081 t ,  3EFA4 ,8508254,353231000
 DESERT ROSE ,1992,  62 m X 11 m ,  875 t ,  A6PX ,9055723,470853000
 DESGROSEILLIERS ,1982,  98 m X 23 m ,  2919 t ,  CGDX ,8006385,316072000
 DESH GAURAV ,2003,  244 m X 42 m ,  114600 t ,  AUBL ,9243033,419473000
 DESH SHAKTI ,2004,  274 m X 48 m ,  157957 t ,  AUCU ,9263734,419505000
 DESH SHANTI ,2004,  274 m X 48 m ,  157957 t ,  AUCT ,9263746,419511000
 DETTIFOSS ,1995,  166 m X 28 m ,  17034 t ,  V2PM8 ,9086801,304159000
 DEUTSCHLAND ,1997,  143 m X 26 m ,  2904 t ,  DMLQ ,9151541,211188000
 DEWI MAESWARA ,1998,  333 m X 60 m ,  300149 t ,  PNIW ,9153525,525016611
 DEXIANG ,1982,  69 m X 12 m ,  1593 t ,  3EML5 ,8210833,353871000
 DEYCAN ,1977,  144 m X 21 m ,  15202 t ,  EREK ,7616157,214180511
 DF DISCOVERER ,1976,  68 m X 14 m ,  652 t ,  HO 3752 ,7602261,355748000
 DI 68 ,1978,  35 m X 12 m ,  1800 t ,  ORTX ,7817165,205048000
 DI 69 ,1978,  67 m X 12 m ,  1800 t ,  ORTW ,7817177,205049000
 DIAGORAS ,1990,  141 m X 23 m ,  3348 t ,  SXAM ,8916126,239748000
 DIAMOND ,1969,  122 m X 13 m ,  3355 t ,  XUWK9 ,6930099,515032000
 DIAMOND JASMINE ,1999,  330 m X 60 m ,  281050 t ,  3FNM9 ,9177143,357588000
 DIANA ,2005,  182 m X 27 m ,  38500 t ,  A8GX6 ,9299496,636012668
 DIAS ,1988,  262 m X 43 m ,  134964 t ,  VRYV5 ,8521177,477517000
 DIKSON ,1983,  89 m X 21 m ,  1909 t ,  UHRL ,8009208,273912100
 DILA-S ,1981,  82 m X 11 m ,  1772 t ,  HO4847 ,8111881,352903000
 DILYA ,1980,  153 m X 24 m ,  18074 t ,  PPNN ,7801702,710240000
 DIMITRIOS ,1964,  75 m X 10 m ,  1291 t ,  SX6749 ,6500909,237006500
 DIMITRIOS F ,1965,  62 m X 10 m ,  1050 t ,  SW2712 ,6523224,237083000
 DINA ,2002,  100 m X 16 m ,  4633 t ,  P3EE9 ,9226786,210350000
 DINO CHOUEST ,2008,  0 m X 0 m ,  5190 t ,  WHAE ,9382853,368400000
 DINTELBORG ,1999,  133 m X 16 m ,  8865 t ,  PEAA ,9163685,245279000
 DIONNE CHOUEST ,2005,  90 m X 20 m ,  4381 t ,  WDC5617 ,9347322,303603000
 DIONYSIOS SOLOMOS ,1990,  116 m X 21 m ,  2560 t ,  SZTM ,8909886,239627000
 DIPLOMAT ,2006,  128 m X 21 m ,  13000 t ,  V7LQ3 ,9340362,538002787
 DISCOVERY SUN ,1968,  134 m X 21 m ,  2337 t ,  C6FP7 ,6815158,308002000
 DISHA ,2004,  277 m X 45 m ,  80000 t ,  9HSJ7 ,9250713,215533000
 DISTINTO ,2000,  100 m X 16 m ,  4131 t ,  ZDEQ2 ,9199414,236153000
 DITTE THERESA ,2007,  101 m X 18 m ,  7000 t ,  9HHO9 ,9383651,256996000
 DJANET ,2000,  230 m X 36 m ,  54584 t ,  ELYG8 ,9176369,636011305
 DL CLOVER ,2009,  128 m X 20 m ,  13000 t ,  3ENR3 ,9381316,351760000
 DL COSMOS ,2007,  183 m X 32 m ,  51000 t ,  DSPL9 ,9365386,441196000
 DL IRIS ,1998,  244 m X 42 m ,  89999 t ,  DSNT5 ,9138604,440291000
 DMITRIY POKRAMOVICH ,1981,  94 m X 16 m ,  1796 t ,  V3NR ,8015922,312619000
 DMITRIY POZHARSKIY ,1978,  181 m X 23 m ,  23285 t ,  UCJC ,7721201,273134200
 DODEKANISA ,1986,  165 m X 27 m ,  27652 t ,  3ESL4 ,8400531,353429000
 DODEKANISOS PRIDE ,2005,  40 m X 12 m ,  51 t ,  SY5991 ,9355549,240383000
 DOERTE ,1994,  108 m X 16 m ,  5388 t ,  LXOQ ,9100061,253210000
 DOKTER WAGEMAKER ,2005,  130 m X 23 m ,  6837 t ,  PH5436 ,9294070,244030035
 DOLA ,1968,  56 m X 10 m ,  1009 t ,  5VAO5 ,6826793,671115000
 DOLE AMERICA ,1994,  150 m X 28 m ,  10600 t ,  C6FS6 ,9046502,311297000
 DOLE HONDURAS ,1991,  179 m X 27 m ,  16337 t ,  C6FX7 ,8900323,311638000
 DOLFIJN ,1989,  81 m X 12 m ,  2450 t ,  V2PT6 ,8815786,305198000
 DOLPHIN ,1979,  0 m X 0 m ,  4224 t ,  SVAF4 ,7821532,240978000
 DON ,1987,  41 m X 12 m ,  779 t ,   ,8859718,273445880
 DON PASQUALE ,1997,  227 m X 32 m ,  14927 t ,  SFQG ,9138513,265441000
 DONAU ,2005,  112 m X 13 m ,  5752 t ,  V2HS2 ,9268851,305119000
 DONAU ,1985,  183 m X 30 m ,  32317 t ,  ONBL ,8414178,205369000
 DONEGAL SPIRIT ,2006,  243 m X 42 m ,  105200 t ,  C6VE7 ,9312846,311177000
 DONG HE ,1989,  88 m X 13 m ,  1156 t ,  XUZS9 ,8804103,515069000
 DONG YONG 1 ,1985,  71 m X 12 m ,  1735 t ,  V3UY9 ,8503187,312092000
 DONG-A SATURN ,1994,  264 m X 43 m ,  149396 t ,  DSOK5 ,9044322,440800000
 DONGJIN KOBE ,1996,  83 m X 15 m ,  3773 t ,  3FPE6 ,9153848,356887000
 DONGMYUNG LOVE ,1997,  80 m X 14 m ,  1600 t ,  DSOL4 ,9167617,440861000
 DONGTAI FORTUNE ,1985,  151 m X 23 m ,  14180 t ,  VRZI9 ,8508412,477040200
 DONNA ,2003,  26 m X 9 m ,  20 t ,  LMDL ,9287869,258064000
 DONUZLAVSKAYA ,1979,  55 m X 10 m ,  888 t ,  EMAF ,8899861,272872300
 DORA ,1981,  151 m X 23 m ,  21951 t ,  9HKO7 ,8029636,215328000
 DORA ,1989,  42 m X 8 m ,  111 t ,  9A2184 ,8904290,238110140
 DORA ,1982,  188 m X 23 m ,  30900 t ,  A8MB4 ,8024076,636013314
 DORIS ,1998,  140 m X 22 m ,  16028 t ,  LAGP5 ,9172210,259896000
 DORNBUSCH ,1996,  101 m X 18 m ,  5220 t ,  DIOD ,9126211,211234480
 DORNUM ,1993,  82 m X 12 m ,  2388 t ,  V2OZ ,9015462,304010417
 DOROUSSA ,1982,  206 m X 32 m ,  54500 t ,  A8LI3 ,8009909,636013200
 DORRA 1 ,1997,  34 m X 10 m ,  471 t ,  9KBN ,9177715,447140000
 DORSCH ,1980,  131 m X 19 m ,  10556 t ,  VABU ,8007195,316008740
 DOUBLE JOY ,1992,  104 m X 15 m ,  5233 t ,  9VBJ9 ,9062257,564505000
 DOUBLE PROGRESS ,2007,  221 m X 38 m ,  88000 t ,  3EJD6 ,9381201,372482000
 DOUBTLESS ,1991,  182 m X 32 m ,  47083 t ,  ELNJ4 ,8913588,636009363
 DOVER ,1982,  163 m X 22 m ,  23438 t ,  SWCD ,8018065,237522000
 DP ORION ,1990,  85 m X 15 m ,  3594 t ,  V7GU8 ,8916322,538002177
 DRAIT ,2000,  89 m X 12 m ,  3650 t ,  PHPW ,9195688,244096000
 DRAKE ,2006,  225 m X 32 m ,  76600 t ,  3EQK8 ,9317729,351135000
 DRAWA ,1978,  84 m X 11 m ,  1870 t ,  SNBA ,7813999,261201000
 DRIEVER ,2008,  182 m X 26 m ,  24000 t ,  V2EN2 ,9354648,305483000
 DRUZHBA ,1987,  129 m X 14 m ,  761 t ,  ENNV ,8500692,272715000
 DRYNA ,2005,  68 m X 14 m ,  500 t ,  LNPQ ,9337884,258408000
 DS BLUE OCEAN ,2007,  129 m X 21 m ,  8400 t ,  MRGZ4 ,9341976,235054394
 DS BLUE WAVE ,2007,  129 m X 22 m ,  8400 t ,  MVFD8 ,9341988,235056714
 DSV GULMAR FALCON ,1975,  84 m X 16 m ,  1636 t ,  HOXL ,7408897,357343000
 DSV JOSEPH BISSO ,1978,  49 m X 13 m ,  750 t ,  WDE4920 ,7819656,367359630
 DSV ROCKWATER 1 ,1983,  98 m X 18 m ,  1530 t ,  C6BM4 ,8211746,309235000
 DUBAI AMBASSADOR ,2004,  190 m X 32 m ,  56060 t ,  HOEI ,9294941,351949000
 DUBAI DISCOVERY ,1984,  0 m X 0 m ,  1644 t ,  P3WR4 ,8422632,210284000
 DUBAI FORTUNE ,1988,  97 m X 15 m ,  4375 t ,  P3WT8 ,7826037,209736000
 DUBAI TITAN ,1993,  332 m X 58 m ,  299994 t ,  3EOG8 ,9039626,356120000
 DUBAI VENTURE ,1987,  95 m X 15 m ,  4330 t ,  P3YQ9 ,8608444,210270000
 DUBLIN EXPRESS ,2002,  281 m X 32 m ,  54157 t ,  DDSB2 ,9232577,218023000
 DUBLIN VIKING ,1997,  186 m X 26 m ,  7910 t ,  MEEJ3 ,9136022,235007370
 DUCKY SAPPHIRE ,1977,  155 m X 25 m ,  15532 t ,  HPEW ,7714882,352004000
 DUCKY SPIRIT ,1990,  143 m X 21 m ,  5720 t ,  BHFA ,8903222,416405000
 DUEODDE ,2005,  125 m X 24 m ,  4168 t ,  OYBB ,9323704,220377000
 DUGA ,1977,  36 m X 11 m ,  246 t ,  VA6691 ,7530030,316001329
 DUGI OTOK ,2008,  247 m X 42 m ,  108000 t ,  9AA6079 ,9334727,238250000
 DUHAIL ,2007,  315 m X 50 m ,  98191 t ,  C6WF6 ,9337975,309599000
 DUKHAN ,2003,  175 m X 31 m ,  37284 t ,  A7LL ,9251286,466217000
 DULDA ,1985,  115 m X 18 m ,  9404 t ,  TCIA ,8421808,271000337
 DUNAREA MARITIMA ,2000,  76 m X 14 m ,  3118 t ,  YQWF ,9217307,264900063
 DUNAY ,1975,  67 m X 13 m ,  621 t ,  EMBA ,7397593,272514000
 DUNDEE ,1975,  56 m X 14 m ,  1530 t ,  YJSA3 ,7406239,576681000
 DUNE 2 ,1983,  113 m X 13 m ,  3193 t ,  J8B3720 ,8728048,376593000
 DUNKER ,1988,  30 m X 10 m ,  179 t ,  SMCV ,8701014,265548360
 DUNTER ,1996,  35 m X 14 m ,  322 t ,  MVGI7 ,9114957,232002144
 DUTCH ENGINEER ,1986,  81 m X 14 m ,  2570 t ,  PDTS ,8414477,245141000
 DUTCH FAITH ,1996,  100 m X 17 m ,  4442 t ,  PDTM ,9112882,244281000
 DUTCH MARINER ,1986,  81 m X 14 m ,  2570 t ,  PDTT ,8414489,245142000
 DUTCH MATE ,1989,  118 m X 17 m ,  6259 t ,  PDTQ ,8808707,244508000
 DUTCH PROGRESS ,1984,  91 m X 14 m ,  3052 t ,  PDTV ,8300951,246122000
 DUTCH SPIRIT ,1996,  100 m X 17 m ,  4442 t ,  PDTO ,9112870,244085000
 DUYDEN-2 ,0,  0 m X 0 m ,  3663 t ,  TCON4 ,7525592,271000857
 DYNA BULK ,1985,  90 m X 14 m ,  3900 t ,  OXTG2 ,8403545,220524000
 DYNASTY ,1977,  136 m X 22 m ,  18434 t ,  S6LF ,7718383,564795000
 DYNAWAVE ,1996,  209 m X 32 m ,  48772 t ,  3FEH6 ,9121285,356345000
 DYVI ADRIATIC ,1988,  0 m X 0 m ,  9772 t ,  LAIA7 ,8519710,257318000
 DYVI PAMPLONA ,2000,  177 m X 32 m ,  12778 t ,  LALG5 ,9177038,257349000
 E.OLDENDORFF ,1982,  243 m X 32 m ,  78532 t ,  A8MB9 ,8007808,636013789
 E.R.WILHELMSHAVEN ,2002,  212 m X 30 m ,  34554 t ,  ELZY3 ,9246310,636090534
 EAGLE AURIGA ,1993,  241 m X 42 m ,  102352 t ,  S6CP ,9008744,563114000
 EAGLE BIRMINGHAM ,1997,  254 m X 44 m ,  99343 t ,  S6LO ,9123192,564192000
 EAGLE BOSTON ,1996,  254 m X 44 m ,  99328 t ,  9VHI ,9111620,564004000
 EAGLE TURIN ,2007,  246 m X 42 m ,  107160 t ,  9VMG6 ,9360465,565770000
 EARL SIGURD ,1990,  45 m X 11 m ,  231 t ,  MLKN9 ,8902711,232000670
 EAST CASTLE ,1983,  133 m X 20 m ,  11754 t ,  HO8114 ,8215778,357163000
 EASTCOAST ,1961,  64 m X 9 m ,  736 t ,  9HXV9 ,5189136,249680000
 EASTERN ACE ,1989,  114 m X 18 m ,  6519 t ,  JM5763 ,8817095,431400651
 EASTERN EXPRESS ,2004,  143 m X 20 m ,  12473 t ,  DSNT8 ,9299331,440303000
 EASTERN KNIGHT ,2003,  114 m X 18 m ,  8924 t ,  C6TG2 ,9289881,311619000
 EASTERN POWER ,1989,  224 m X 32 m ,  69808 t ,  YJQW7 ,8819225,576471000
 EBBA ,1980,  60 m X 11 m ,  287 t ,  SKEG ,7812555,265549580
 EBBA ,1968,  45 m X 7 m ,  396 t ,  DCCS ,6900290,211228230
 ECKERO ,1979,  120 m X 25 m ,  1940 t ,  SBJU ,7633155,266308000
 ECL CHALLENGER ,1995,  105 m X 15 m ,  4635 t ,  8PTT ,9114787,314238000
 ECL COMMANDER ,1997,  101 m X 16 m ,  4750 t ,  8PVT ,9143829,314292000
 ECLIPSE ,1980,  112 m X 20 m ,  4835 t ,  C6SG9 ,7814436,311338000
 ECOKEEPER ,1974,  90 m X 13 m ,  4214 t ,  SVTY ,7370155,240689000
 ECOMAR ,1979,  73 m X 12 m ,  1965 t ,  UEWV ,7804948,273441620
 ECSTASEA ,2004,  86 m X 12 m ,  585 t ,  ZCYS8 ,1008102,319009900
 EDARTE I ,1971,  90 m X 12 m ,  4302 t ,  ZAD 06 ,7033123,201100099
 EDDA FREYA ,1991,  87 m X 18 m ,  3750 t ,  LDOC ,9000625,257147000
 EDEVA ,1992,  179 m X 25 m ,  32443 t ,  SVAL5 ,8920347,240831000
 EDISON CHOUEST ,1999,  0 m X 0 m ,  4079 t ,  WCY9834 ,9132325,338424000
 EDMY ,1980,  86 m X 14 m ,  3855 t ,  LAZJ5 ,7926409,257307000
 EDT ARES ,1999,  80 m X 12 m ,  1010 t ,  P3MJ8 ,9130755,212858000
 EDT PROTEA ,1991,  91 m X 14 m ,  1093 t ,  P3KR9 ,9019107,209255000
 EDT ZENON ,2004,  28 m X 9 m ,  50 t ,  5BLV2 ,9315977,212541000
 EDZARD CIRKSENA ,2008,  80 m X 12 m ,  3550 t ,  V2DE2 ,9375824,305181000
 EEKLO ,1995,  179 m X 27 m ,  29458 t ,  ONBY ,9102198,205378000
 EEMS CARRIER ,1996,  84 m X 11 m ,  2200 t ,  PFHD ,9148142,245257000
 EEMS COAST ,1985,  78 m X 10 m ,  1490 t ,  PEFI ,8418019,245859000
 EEMS DELFIA ,1985,  80 m X 10 m ,  1528 t ,  PIZK ,8411633,245098000
 EEMS TRADER ,1999,  89 m X 12 m ,  2953 t ,  V2DE3 ,9173185,305182000
 EEMS TRANSPORTER ,2006,  90 m X 14 m ,  2900 t ,  PHBC ,9340300,245017000
 EEMSDIEP ,1996,  98 m X 14 m ,  4680 t ,  PDXP ,9155987,245532000
 EEMSLIFT CHRISTIAAN ,1998,  110 m X 16 m ,  4979 t ,  PBMI ,9183491,244615933
 EENDRACHT ,1989,  59 m X 12 m ,  60 t ,  PDVN ,8814275,244543000
 EFEYAGIZ ,1998,  66 m X 73 m ,  1500 t ,  TCCR3 ,8946822,271002366
 EFSTATHIOS ,1989,  172 m X 23 m ,  26925 t ,  3EJJ4 ,7503867,372538000
 EFSTRATIOS ,1978,  88 m X 15 m ,  2954 t ,  SY9822 ,7726940,240808000
 EGBERT WAGENBORG ,1998,  135 m X 16 m ,  9150 t ,  PGAI ,9142588,245588000
 EGE YILDIZI ,1988,  90 m X 13 m ,  3366 t ,  TCCY7 ,8320107,271000779
 EGEHAN.K ,1970,  77 m X 12 m ,  2995 t ,  5IM299 ,7035028,677019900
 EGIL ,1987,  34 m X 10 m ,  297 t ,  OZOS2 ,8618334,219000484
 EGLANTINE ,1990,  147 m X 21 m ,  7154 t ,  LXEG ,8302806,253006000
 EIDE CARRIER ,1989,  263 m X 32 m ,  40796 t ,  HORB ,8730479,356177000
 EIDE JUNIOR ,1978,  72 m X 12 m ,  1626 t ,  LALL ,7729033,257108000
 EIDE LIFT ,1971,  34 m X 19 m ,  660 t ,  JXOB ,8639340,257194400
 EIDE MASTER ,1988,  0 m X 0 m ,  400 t ,  LAMU ,8714267,258395000
 EIDE REX ,1975,  38 m X 10 m ,  271 t ,  LJJA ,7392816,259532000
 EIDE TRADER M/V ,1975,  103 m X 34 m ,  8172 t ,  V7EJ2 ,7734167,538001814
 EIDE TRANSPORTER ,1983,  180 m X 27 m ,  11434 t ,  C6OC2 ,8030130,309617000
 EIDE TRAVELER ,1977,  64 m X 13 m ,  2750 t ,  C6JT4 ,7508881,309246000
 EIDE WRESTLER ,1976,  78 m X 14 m ,  1791 t ,  C6UP6 ,7415137,311989000
 EIDER ,2003,  88 m X 13 m ,  3672 t ,  V2KA ,9197399,304469000
 EIDER ,1978,  92 m X 13 m ,  2495 t ,  OMQD ,7812854,267120000
 EIDSVAAG MARIN ,1995,  60 m X 12 m ,  2503 t ,  JWLR ,9133525,259405000
 EIDSVAAG POLARIS ,1999,  68 m X 11 m ,  2440 t ,  LECV ,9213985,259221000
 EIHO MARU NO.3 ,1990,  66 m X 17 m ,  2599 t ,  JG4939 ,8921195,431000693
 EIHOMARU NO1 ,1993,  102 m X 15 m ,  4999 t ,  JG5179 ,9062269,431100022
 EILEEN C ,2006,  90 m X 15 m ,  5000 t ,  MPJC3 ,9373503,235011860
 EILSUM ,1991,  82 m X 11 m ,  2376 t ,  V2AB8 ,9015436,304010439
 EINAR ,1989,  31 m X 10 m ,  292 t ,  MLNA6 ,8820327,232003524
 EISHIN MARU NO.18 ,2005,  104 m X 16 m ,  5478 t ,  JD2146 ,9325714,431501832
 EIWAMARU ,2003,  67 m X 24 m ,  2456 t ,  JG5742 ,9296729,431101045
 EIZAN MARU NO.22 ,1993,  102 m X 15 m ,  5186 t ,  JL6046 ,9065077,431500037
 EIZAN MARU NO.62 ,2000,  104 m X 15 m ,  4995 t ,  JL6587 ,9239666,431501664
 EK SKY ,1999,  134 m X 21 m ,  13786 t ,  LAMS5 ,9164512,257426000
 EK0 3 ,1989,  88 m X 13 m ,  3223 t ,  SVAR6 ,8813130,240913000
 EKEN ,2004,  135 m X 21 m ,  13700 t ,  LAYM5 ,9286827,258894000
 EKFORS ,2003,  135 m X 21 m ,  13702 t ,  LADX7 ,9255878,259721000
 EKO 4 ,1989,  88 m X 14 m ,  3224 t ,  SVAR8 ,8813142,240912000
 EKO 5 ,1989,  88 m X 14 m ,  3229 t ,  SVAR7 ,8820121,240911000
 EK-STAR ,1999,  135 m X 21 m ,  13780 t ,  LAMT5 ,9164524,257433000
 EKTURUS ,1986,  158 m X 26 m ,  23050 t ,  MYHV6 ,8409068,232732000
 EL HOSS ,1969,  102 m X 15 m ,  5330 t ,  D6CM2 ,6909753,616291000
 EL KEF ,1982,  183 m X 23 m ,  26355 t ,  TSLV ,8021139,672239000
 EL SHEREIG ,1994,  142 m X 23 m ,  13991 t ,  A6E2912 ,9033919,470717000
